Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
22501,Agua Esteril,Agua Esteril 100 ml,ml,Bolsa,Agua Esteril Para Inyeccion,Corpaul,Agua Esteril Para Inyeccion (Corpaul) - Cada Bolsa contiene: Agua Esteril 100 ml,Comercial,2430.657534,Bajo,1
22501,Agua Esteril,Agua Esteril 100 ml,ml,Bolsa,Agua Esteril Para Inyeccion,Corpaul,Agua Esteril Para Inyeccion (Corpaul) - Cada Bolsa contiene: Agua Esteril 100 ml,Institucional,2560,Bajo,1
22501,Agua Esteril,Agua Esteril 5 ml,ml,Ampolla,Agua Esteril Para Inyeccion,Corpaul,Agua Esteril Para Inyeccion (Corpaul) - Cada Ampolla contiene: Agua Esteril 5 ml,Institucional,6.823076923,Medio,2
22501,Agua Esteril,Agua Esteril 5 ml,ml,Ampolla,Agua Esteril Para Inyeccion,Corpaul,Agua Esteril Para Inyeccion (Corpaul) - Cada Ampolla contiene: Agua Esteril 5 ml,Comercial,6.47595679,Medio,2
22501,Agua Esteril,Agua Esteril 10 ml,ml,Ampolla,Agua Esteril Para Inyeccion,Corpaul,Agua Esteril Para Inyeccion (Corpaul) - Cada Ampolla contiene: Agua Esteril 10 ml,Institucional,12.80764988,Medio,2
22501,Agua Esteril,Agua Esteril 10 ml,ml,Ampolla,Agua Esteril Para Inyeccion,Corpaul,Agua Esteril Para Inyeccion (Corpaul) - Cada Ampolla contiene: Agua Esteril 10 ml,Comercial,12.08041359,Medio,2
225064,N- Butil Bromuro De Hioscina,N- Butil Bromuro De Hioscina 20 mg,ml,Ampolla,Hioscina N-Butil Bromuro,Vitalis,Hioscina N-Butil Bromuro (Vitalis) - Ampolla 1 ml - Cada 1 ml contiene: N- Butil Bromuro De Hioscina 20 mg,Institucional,1040.786125,Medio,2
225064,N- Butil Bromuro De Hioscina,N- Butil Bromuro De Hioscina 20 mg,ml,Ampolla,Hioscina N-Butil Bromuro,Vitalis,Hioscina N-Butil Bromuro (Vitalis) - Ampolla 1 ml - Cada 1 ml contiene: N- Butil Bromuro De Hioscina 20 mg,Comercial,2386.010363,Medio,2
22511,Clozapina,Clozapina 100 mg,mg,Tableta,Leponex,Mylan,Leponex (Mylan) - Cada Tableta contiene: Clozapina 100 mg,Comercial,7582,Alto,3
22511,Clozapina,Clozapina 100 mg,mg,Tableta,Leponex,Mylan,Leponex (Mylan) - Cada Tableta contiene: Clozapina 100 mg,Institucional,4635.179724,Alto,3
225132,Claritromicina,Claritromicina 500 mg,mg,Tableta,Claritromicina,Mk,Claritromicina (Mk) - Cada Tableta contiene: Claritromicina 500 mg,Comercial,3140.36918,Medio,2
225132,Claritromicina,Claritromicina 500 mg,mg,Tableta,Claritromicina,Mk,Claritromicina (Mk) - Cada Tableta contiene: Claritromicina 500 mg,Institucional,1525.297917,Medio,2
225143,Claritromicina,Claritromicina 250 mg,ml,Frasco,Claritromicina,Mk,Claritromicina (Mk) - Frasco 50 ml - Cada 5 ml contiene: Claritromicina 250 mg,Comercial,66141.81363,Bajo,1
225143,Claritromicina,Claritromicina 250 mg,ml,Frasco,Claritromicina,Mk,Claritromicina (Mk) - Frasco 50 ml - Cada 5 ml contiene: Claritromicina 250 mg,Institucional,58588.87218,Alto,3
225194,Gemfibrozilo,Gemfibrozilo 900 mg,mg,Tableta,Gemfibrozilo,Mk,Gemfibrozilo (Mk) - Cada Tableta contiene: Gemfibrozilo 900 mg,Comercial,4369.904824,Bajo,1
225194,Gemfibrozilo,Gemfibrozilo 900 mg,mg,Tableta,Gemfibrozilo,Mk,Gemfibrozilo (Mk) - Cada Tableta contiene: Gemfibrozilo 900 mg,Institucional,839.9854629,Bajo,1
225311,Antipirina Y Lidocaina,Lidocaina 1 g + Antipirina 4 g,ml,Frasco,Otirilin,Biocodex,Otirilin (Biocodex) - Frasco 15 ml - Cada 100 g contiene: Lidocaina 1 g + Antipirina 4 g,Comercial,39968.78569,Medio,2
225311,Antipirina Y Lidocaina,Lidocaina 1 g + Antipirina 4 g,ml,Frasco,Otirilin,Biocodex,Otirilin (Biocodex) - Frasco 15 ml - Cada 100 g contiene: Lidocaina 1 g + Antipirina 4 g,Institucional,32209.81818,Medio,2
225347,Simvastatina,Simvastatina 20 mg,mg,Tableta,Simvastatina,Mk,Simvastatina (Mk) - Cada Tableta contiene: Simvastatina 20 mg,Comercial,4396.51858,Alto,3
225347,Simvastatina,Simvastatina 20 mg,mg,Tableta,Simvastatina,Mk,Simvastatina (Mk) - Cada Tableta contiene: Simvastatina 20 mg,Institucional,1208.248175,Alto,3
225390,Topiramato,Topiramato 25 mg,mg,Tableta,Topamac,Janssen,Topamac (Janssen) - Cada Tableta contiene: Topiramato 25 mg,Institucional,391.5151697,Alto,3
225390,Topiramato,Topiramato 25 mg,mg,Tableta,Topamac,Janssen,Topamac (Janssen) - Cada Tableta contiene: Topiramato 25 mg,Comercial,388.7593168,Medio,2
225392,Topiramato,Topiramato 50 mg,mg,Tableta,Topamac,Janssen,Topamac (Janssen) - Cada Tableta contiene: Topiramato 50 mg,Institucional,780.0000249,Medio,2
225392,Topiramato,Topiramato 50 mg,mg,Tableta,Topamac,Janssen,Topamac (Janssen) - Cada Tableta contiene: Topiramato 50 mg,Comercial,777.9404762,Medio,2
225393,Hidroxido De Magnesio,"Hidroxido De Magnesio 8,5 g",ml,Frasco,Magnesia,Tecnofar,"Magnesia (Tecnofar) - Frasco 120 ml - Cada 100 ml contiene: Hidroxido De Magnesio 8,5 g",Comercial,5510.963573,Medio,2
225393,Hidroxido De Magnesio,"Hidroxido De Magnesio 8,5 g",ml,Frasco,Magnesia,Tecnofar,"Magnesia (Tecnofar) - Frasco 120 ml - Cada 100 ml contiene: Hidroxido De Magnesio 8,5 g",Institucional,1871.796334,Bajo,1
225393,Hidroxido De Magnesio,"Hidroxido De Magnesio 8,5 g",ml,Frasco,Magnesia,Tecnofar,"Magnesia (Tecnofar) - Frasco 360 ml - Cada 100 ml contiene: Hidroxido De Magnesio 8,5 g",Comercial,16700.50945,Alto,3
225393,Hidroxido De Magnesio,"Hidroxido De Magnesio 8,5 g",ml,Frasco,Magnesia,Tecnofar,"Magnesia (Tecnofar) - Frasco 360 ml - Cada 100 ml contiene: Hidroxido De Magnesio 8,5 g",Institucional,3845.496461,Alto,3
22542,Iohexol,Iohexol 300 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 50 ml - Cada 1 ml contiene: Iohexol 300 mg,Institucional,585600,Bajo,1
22542,Iohexol,Iohexol 300 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 50 ml - Cada 1 ml contiene: Iohexol 300 mg,Comercial,431657.6567,Bajo,1
22542,Iohexol,Iohexol 300 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 100 ml - Cada 1 ml contiene: Iohexol 300 mg,Institucional,867234.0426,Medio,2
22542,Iohexol,Iohexol 300 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 100 ml - Cada 1 ml contiene: Iohexol 300 mg,Comercial,749599.427,Medio,2
22542,Iohexol,Iohexol 300 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 200 ml - Cada 1 ml contiene: Iohexol 300 mg,Institucional,5363225.806,Alto,3
22542,Iohexol,Iohexol 300 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 200 ml - Cada 1 ml contiene: Iohexol 300 mg,Comercial,3756982.979,Alto,3
22543,Iohexol,Iohexol 350 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 50 ml - Cada 1 ml contiene: Iohexol 350 mg,Institucional,770000,Bajo,1
22543,Iohexol,Iohexol 350 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 50 ml - Cada 1 ml contiene: Iohexol 350 mg,Comercial,578683.8182,Bajo,1
22543,Iohexol,Iohexol 350 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 100 ml - Cada 1 ml contiene: Iohexol 350 mg,Institucional,1100000,Alto,3
22543,Iohexol,Iohexol 350 mg,ml,Botella,Omnipaque,Ge Healthcare,Omnipaque (Ge Healthcare) - Botella 100 ml - Cada 1 ml contiene: Iohexol 350 mg,Comercial,1052108.033,Alto,3
225487,Sildenafil,Sildenafil 50 mg,mg,Tableta,Viagra,Pfizer,Viagra (Pfizer) - Cada Tableta contiene: Sildenafil 50 mg,Institucional,17975.04255,Alto,3
225487,Sildenafil,Sildenafil 50 mg,mg,Tableta,Viagra,Pfizer,Viagra (Pfizer) - Cada Tableta contiene: Sildenafil 50 mg,Comercial,12460,Alto,3
226031,Tolterodina,Tolterodina 2 mg,mg,Tableta,Detrusitol,Pfizer,Detrusitol (Pfizer) - Cada Tableta contiene: Tolterodina 2 mg,Comercial,1396,Alto,3
226031,Tolterodina,Tolterodina 2 mg,mg,Tableta,Detrusitol,Pfizer,Detrusitol (Pfizer) - Cada Tableta contiene: Tolterodina 2 mg,Institucional,1267.293981,Alto,3
226033,Irbesartan,Irbesartan 300 mg,mg,Tableta,Aprovel,Sanofi Aventis,Aprovel (Sanofi Aventis) - Cada Tableta contiene: Irbesartan 300 mg,Comercial,1362.16381,Alto,3
226033,Irbesartan,Irbesartan 300 mg,mg,Tableta,Aprovel,Sanofi Aventis,Aprovel (Sanofi Aventis) - Cada Tableta contiene: Irbesartan 300 mg,Institucional,1249.760784,Alto,3
226034,Irbesartan,Irbesartan 150 mg,mg,Tableta,Aprovel,Sanofi Aventis,Aprovel (Sanofi Aventis) - Cada Tableta contiene: Irbesartan 150 mg,Comercial,623.1432806,Alto,3
226034,Irbesartan,Irbesartan 150 mg,mg,Tableta,Aprovel,Sanofi Aventis,Aprovel (Sanofi Aventis) - Cada Tableta contiene: Irbesartan 150 mg,Institucional,638.2989691,Alto,3
226042,Candesartan,Candesartan 16 mg,mg,Tableta,Atacand,Astrazeneca,Atacand (Astrazeneca) - Cada Tableta contiene: Candesartan 16 mg,Comercial,943,Medio,2
226042,Candesartan,Candesartan 16 mg,mg,Tableta,Atacand,Astrazeneca,Atacand (Astrazeneca) - Cada Tableta contiene: Candesartan 16 mg,Institucional,943,Medio,2
226058,Fluvoxamina,Fluvoxamina 100 mg,mg,Tableta,Voxamin,Incobra,Voxamin (Incobra) - Cada Tableta contiene: Fluvoxamina 100 mg,Comercial,2705.433824,Medio,2
226058,Fluvoxamina,Fluvoxamina 100 mg,mg,Tableta,Voxamin,Incobra,Voxamin (Incobra) - Cada Tableta contiene: Fluvoxamina 100 mg,Institucional,1255.099077,Medio,2
22606,Amoxicilina,Amoxicilina 500 mg,mg,Capsula,Amoxal Capsula,Glaxosmithkline,Amoxal Capsula (Glaxosmithkline) - Cada Capsula contiene: Amoxicilina 500 mg,Comercial,3582,Alto,3
22606,Amoxicilina,Amoxicilina 500 mg,mg,Capsula,Amoxal Capsula,Glaxosmithkline,Amoxal Capsula (Glaxosmithkline) - Cada Capsula contiene: Amoxicilina 500 mg,Institucional,3000,Alto,3
226266,Acetilcisteina,Acetilcisteina 600 mg,g,Sobre,N-Acetil Cisteina,Mk,"N-Acetil Cisteina (Mk) - Sobre 1,5 g - Cada 1,5 g contiene: Acetilcisteina 600 mg",Comercial,2113.032942,Alto,3
226266,Acetilcisteina,Acetilcisteina 600 mg,g,Sobre,N-Acetil Cisteina,Mk,"N-Acetil Cisteina (Mk) - Sobre 1,5 g - Cada 1,5 g contiene: Acetilcisteina 600 mg",Institucional,1821.42029,Medio,2
226330,Clindamicina,Clindamicina 100 mg,mg,Ovulo,Bexon,Monte Verde,Bexon (Monte Verde) - Cada Ovulo contiene: Clindamicina 100 mg,Comercial,26429.81905,Medio,2
226330,Clindamicina,Clindamicina 100 mg,mg,Ovulo,Bexon,Monte Verde,Bexon (Monte Verde) - Cada Ovulo contiene: Clindamicina 100 mg,Institucional,3769.839815,Medio,2
226346,Cipermetrina,"Cipermetrina 0,2 g",ml,Frasco,Champiojo,Gerco,"Champiojo (Gerco) - Frasco 60 ml - Cada 100 ml contiene: Cipermetrina 0,2 g",Comercial,23359.88286,Alto,3
226346,Cipermetrina,"Cipermetrina 0,2 g",ml,Sobre,Champiojo,Gerco,"Champiojo (Gerco) - Sobre 12 ml - Cada 100 ml contiene: Cipermetrina 0,2 g",Comercial,1511.575091,Bajo,1
226390,Propinox Clorhidrato,Propinox Clorhidrato 1 g,ml,Frasco,Sertal Gotas,Mega Labs,Sertal Gotas (Mega Labs) - Frasco 20 ml - Cada 100 ml contiene: Propinox Clorhidrato 1 g,Comercial,22584.46101,Medio,2
226390,Propinox Clorhidrato,Propinox Clorhidrato 1 g,ml,Frasco,Sertal Gotas,Mega Labs,Sertal Gotas (Mega Labs) - Frasco 20 ml - Cada 100 ml contiene: Propinox Clorhidrato 1 g,Institucional,16748.02051,Medio,2
226399,Clonixinato De Lisina Y Propinox,Clonixinato De Lisina 100 mg + Propinox 15 mg,ml,Caja,Sertal,Mega Labs,Sertal (Mega Labs) - Caja 5 ml - Cada 5 ml contiene: Clonixinato De Lisina 100 mg + Propinox 15 mg,Comercial,30734.76167,Medio,2
226433,Clonixinato De Lisina Y Propinox Clorhidrato,Clonixinato De Lisina 125 mg + Propinox Clorhidrato 10 mg,mg,Tableta,Sertal,Mega Labs,Sertal (Mega Labs) - Cada Tableta contiene: Clonixinato De Lisina 125 mg + Propinox Clorhidrato 10 mg,Comercial,2215.506951,Medio,2
226433,Clonixinato De Lisina Y Propinox Clorhidrato,Clonixinato De Lisina 125 mg + Propinox Clorhidrato 10 mg,mg,Tableta,Sertal,Mega Labs,Sertal (Mega Labs) - Cada Tableta contiene: Clonixinato De Lisina 125 mg + Propinox Clorhidrato 10 mg,Institucional,1261.274481,Medio,2
226438,Amitriptilina,Amitriptilina 25 mg,mg,Tableta,Amitriptilina,Tecnoquimicas,Amitriptilina (Tecnoquimicas) - Cada Tableta contiene: Amitriptilina 25 mg,Comercial,375.1470045,Alto,3
226438,Amitriptilina,Amitriptilina 25 mg,mg,Tableta,Amitriptilina,Tecnoquimicas,Amitriptilina (Tecnoquimicas) - Cada Tableta contiene: Amitriptilina 25 mg,Institucional,68.19222554,Medio,2
226454,Terbinafina,Terbinafina 1 g,ml,Spray,Lamisil 1%,Glaxosmithkline,Lamisil 1% (Glaxosmithkline) - Spray 30 ml - Cada 100 ml contiene: Terbinafina 1 g,Comercial,40242.43316,Medio,2
226454,Terbinafina,Terbinafina 1 g,ml,Spray,Lamisil 1%,Glaxosmithkline,Lamisil 1% (Glaxosmithkline) - Spray 30 ml - Cada 100 ml contiene: Terbinafina 1 g,Institucional,29154,Medio,2
226463,Clonixinato De Lisina Y Tartrato De Ergotamina,Tartrato De Ergotamina 1 mg + Clonixinato De Lisina 125 mg,mg,Tableta,Migradorixina,Mega Labs,Migradorixina (Mega Labs) - Cada Tableta contiene: Tartrato De Ergotamina 1 mg + Clonixinato De Lisina 125 mg,Comercial,2576.960205,Medio,2
226463,Clonixinato De Lisina Y Tartrato De Ergotamina,Tartrato De Ergotamina 1 mg + Clonixinato De Lisina 125 mg,mg,Tableta,Migradorixina,Mega Labs,Migradorixina (Mega Labs) - Cada Tableta contiene: Tartrato De Ergotamina 1 mg + Clonixinato De Lisina 125 mg,Institucional,1386.694611,Medio,2
226529,Fosfato Disódico De Betametasona Y Dipropionato De Betametasona,Fosfato Disódico De Betametasona 2 mg + Dipropionato De Betametasona 5 mg,ml,Jeringa Prellenada,Diprospan,Merck,Diprospan (Merck) - Jeringa Prellenada 1 ml - Cada 1 ml contiene: Fosfato Disódico De Betametasona 2 mg + Dipropionato De Betametasona 5 mg,Comercial,36431,Bajo,1
226529,Fosfato Disódico De Betametasona Y Dipropionato De Betametasona,Fosfato Disódico De Betametasona 2 mg + Dipropionato De Betametasona 5 mg,ml,Jeringa Prellenada,Diprospan,Merck,Diprospan (Merck) - Jeringa Prellenada 1 ml - Cada 1 ml contiene: Fosfato Disódico De Betametasona 2 mg + Dipropionato De Betametasona 5 mg,Institucional,25470.90476,Alto,3
226609,Valsartan Y Hidroclorotiazida,"Valsartan 80 mg + Hidroclorotiazida 12,5 mg",mg,Tableta,Diovan,Novartis,"Diovan (Novartis) - Cada Tableta contiene: Valsartan 80 mg + Hidroclorotiazida 12,5 mg",Comercial,754.5714286,Medio,2
226609,Valsartan Y Hidroclorotiazida,"Valsartan 80 mg + Hidroclorotiazida 12,5 mg",mg,Tableta,Diovan,Novartis,"Diovan (Novartis) - Cada Tableta contiene: Valsartan 80 mg + Hidroclorotiazida 12,5 mg",Institucional,502.4285714,Alto,3
226665,Vitamina K1,Fitomenadiona 10 mg,ml,Ampolla,Konakion,Cheplapharm,Konakion (Cheplapharm) - Ampolla 1 ml - Cada 1 ml contiene: Fitomenadiona 10 mg,Comercial,20950,Alto,3
226665,Vitamina K1,Fitomenadiona 10 mg,ml,Ampolla,Konakion,Cheplapharm,Konakion (Cheplapharm) - Ampolla 1 ml - Cada 1 ml contiene: Fitomenadiona 10 mg,Institucional,18624.7296,Alto,3
226679,Carbamazepina,Carbamazepina 2 g,ml,Frasco,Tegretol 2%,Novartis,Tegretol 2% (Novartis) - Frasco 100 ml - Cada 100 ml contiene: Carbamazepina 2 g,Comercial,6448,Bajo,1
226679,Carbamazepina,Carbamazepina 2 g,ml,Frasco,Tegretol 2%,Novartis,Tegretol 2% (Novartis) - Frasco 100 ml - Cada 100 ml contiene: Carbamazepina 2 g,Institucional,6448,Alto,3
226747,Proteína Plasmática Humana Con Actividad Contra Losinhibidores Del Factor Viii,Anti- Inhibidor Del Factor Viii 500 IU,IU,Vial,Feiba,Baxalta,Feiba (Baxalta) - Cada Vial contiene: Anti- Inhibidor Del Factor Viii 500 IU,Institucional,1159000,Medio,2
226750,Factor Viii De Coagulacion Humana Y Factor Von Willebrand,Factor Viii De Coagulacion Humana 250 IU,IU,Vial,Immunate,Baxalta,Immunate (Baxalta) - Vial 250 IU - Cada 5 ml contiene: Factor Viii De Coagulacion Humana 250 IU,Institucional,214500,Medio,2
226777,Rituximab,Rituximab 10 mg,ml,Vial,Mabthera Roche,Roche,Mabthera Roche (Roche) - Vial 10 ml - Cada 1 ml contiene: Rituximab 10 mg,Institucional,47398.4,Bajo,1
226838,Factor De Coagulacion Vii,Factor De Coagulacion Vii 600 IU,IU,Vial,Concentrado De Factor Vii,Baxalta,Concentrado De Factor Vii (Baxalta) - Cada Vial contiene: Factor De Coagulacion Vii 600 IU,Institucional,1536000,Medio,2
22684,Diclofenaco,Diclofenaco 100 mg,ml,Ampolla,Artrites,Siegfried,Artrites (Siegfried) - Ampolla 3 ml - Cada 3 ml contiene: Diclofenaco 100 mg,Comercial,9532.640049,Medio,2
22684,Diclofenaco,Diclofenaco 100 mg,ml,Ampolla,Artrites,Siegfried,Artrites (Siegfried) - Ampolla 3 ml - Cada 3 ml contiene: Diclofenaco 100 mg,Institucional,2800,Medio,2
226859,Lansoprazol,Lansoprazol 30 mg,mg,Capsula,Lansoprazol,La Sante,Lansoprazol (La Sante) - Cada Capsula contiene: Lansoprazol 30 mg,Comercial,619.15348,Bajo,1
226859,Lansoprazol,Lansoprazol 30 mg,mg,Capsula,Lansoprazol,La Sante,Lansoprazol (La Sante) - Cada Capsula contiene: Lansoprazol 30 mg,Institucional,182.7974076,Medio,2
226891,Carboximetilcelulosa,Carboximetilcelulosa 5 mg,ml,Frasco,Refresh Tears,Abbvie,Refresh Tears (Abbvie) - Frasco 10 ml - Cada 1 ml contiene: Carboximetilcelulosa 5 mg,Comercial,30373.71018,Medio,2
226891,Carboximetilcelulosa,Carboximetilcelulosa 5 mg,ml,Frasco,Refresh Tears,Abbvie,Refresh Tears (Abbvie) - Frasco 15 ml - Cada 1 ml contiene: Carboximetilcelulosa 5 mg,Comercial,42143.69667,Alto,3
226891,Carboximetilcelulosa,Carboximetilcelulosa 5 mg,ml,Frasco,Refresh Tears,Abbvie,Refresh Tears (Abbvie) - Frasco 15 ml - Cada 1 ml contiene: Carboximetilcelulosa 5 mg,Institucional,6533.557253,Medio,2
226986,Diosmectita,Diosmectita 3 g,g,Sobre,Smecta,Beaufour Ipsen,Smecta (Beaufour Ipsen) - Cada Sobre contiene: Diosmectita 3 g,Comercial,6271.30633,Alto,3
226986,Diosmectita,Diosmectita 3 g,g,Sobre,Smecta,Beaufour Ipsen,Smecta (Beaufour Ipsen) - Cada Sobre contiene: Diosmectita 3 g,Institucional,3840.576471,Alto,3
227028,Lidocaina Y Tribenosido,Lidocaina 40 mg + Tribenosido 400 mg,mg,Supositorio,Procto-Glyvenol,Glaxosmithkline,Procto-Glyvenol (Glaxosmithkline) - Cada Supositorio contiene: Lidocaina 40 mg + Tribenosido 400 mg,Comercial,8793.234053,Medio,2
227028,Lidocaina Y Tribenosido,Lidocaina 40 mg + Tribenosido 400 mg,mg,Supositorio,Procto-Glyvenol,Glaxosmithkline,Procto-Glyvenol (Glaxosmithkline) - Cada Supositorio contiene: Lidocaina 40 mg + Tribenosido 400 mg,Institucional,6024.4,Medio,2
227029,Diclofenaco,Diclofenaco 100 ml,ml,Supositorio,Voltaren,Novartis,Voltaren (Novartis) - Cada Supositorio contiene: Diclofenaco 100 ml,Comercial,5394.734066,Medio,2
227029,Diclofenaco,Diclofenaco 100 ml,ml,Supositorio,Voltaren,Novartis,Voltaren (Novartis) - Cada Supositorio contiene: Diclofenaco 100 ml,Institucional,4766,Medio,2
227030,Clomipramina,Clomipramina 25 mg,mg,Tableta,Anafranil,Sandoz,Anafranil (Sandoz) - Cada Tableta contiene: Clomipramina 25 mg,Comercial,2814,Medio,2
227030,Clomipramina,Clomipramina 25 mg,mg,Tableta,Anafranil,Sandoz,Anafranil (Sandoz) - Cada Tableta contiene: Clomipramina 25 mg,Institucional,1488.234528,Medio,2
227030,Clomipramina,Clomipramina 25 mg,mg,Tableta,Anafranil,Novartis,Anafranil (Novartis) - Cada Tableta contiene: Clomipramina 25 mg,Comercial,2814,Medio,2
227030,Clomipramina,Clomipramina 25 mg,mg,Tableta,Anafranil,Novartis,Anafranil (Novartis) - Cada Tableta contiene: Clomipramina 25 mg,Institucional,1488.234528,Medio,2
227031,Clomipramina,Clomipramina 75 mg,mg,Tableta,Anafranil Retard,Novartis,Anafranil Retard (Novartis) - Cada Tableta contiene: Clomipramina 75 mg,Comercial,3991,Medio,2
227031,Clomipramina,Clomipramina 75 mg,mg,Tableta,Anafranil Retard,Novartis,Anafranil Retard (Novartis) - Cada Tableta contiene: Clomipramina 75 mg,Institucional,2850.518987,Medio,2
227031,Clomipramina,Clomipramina 75 mg,mg,Tableta,Anafranil Retard,Sandoz,Anafranil Retard (Sandoz) - Cada Tableta contiene: Clomipramina 75 mg,Comercial,3991,Medio,2
227031,Clomipramina,Clomipramina 75 mg,mg,Tableta,Anafranil Retard,Sandoz,Anafranil Retard (Sandoz) - Cada Tableta contiene: Clomipramina 75 mg,Institucional,2850.518987,Medio,2
227035,Clorhexidina,Clorhexidina 4 g,ml,Frasco,Wescohex,Electrowest,Wescohex (Electrowest) - Frasco 500 ml - Cada 100 ml contiene: Clorhexidina 4 g,Comercial,15052.51827,Medio,2
227035,Clorhexidina,Clorhexidina 4 g,ml,Frasco,Wescohex,Electrowest,Wescohex (Electrowest) - Frasco 500 ml - Cada 100 ml contiene: Clorhexidina 4 g,Institucional,13845,Medio,2
227035,Clorhexidina,Clorhexidina 4 g,ml,Frasco,Wescohex,Electrowest,Wescohex (Electrowest) - Frasco 1000 ml - Cada 100 ml contiene: Clorhexidina 4 g,Institucional,43000,Medio,2
227035,Clorhexidina,Clorhexidina 4 g,ml,Frasco,Wescohex,Electrowest,Wescohex (Electrowest) - Frasco 1000 ml - Cada 100 ml contiene: Clorhexidina 4 g,Comercial,24710.05637,Medio,2
227035,Clorhexidina,Clorhexidina 4 g,ml,Frasco,Wescohex,Electrowest,Wescohex (Electrowest) - Frasco 3785 ml - Cada 100 ml contiene: Clorhexidina 4 g,Institucional,94021.91667,Alto,3
227035,Clorhexidina,Clorhexidina 4 g,ml,Frasco,Wescohex,Electrowest,Wescohex (Electrowest) - Frasco 3785 ml - Cada 100 ml contiene: Clorhexidina 4 g,Comercial,89797.72464,Alto,3
227035,Clorhexidina,Clorhexidina 4 g,ml,Bolsa,Wescohex,Electrowest,Wescohex (Electrowest) - Bolsa 30 ml - Cada 100 ml contiene: Clorhexidina 4 g,Comercial,3073.878828,Bajo,1
227035,Clorhexidina,Clorhexidina 4 g,ml,Bolsa,Wescohex,Electrowest,Wescohex (Electrowest) - Bolsa 30 ml - Cada 100 ml contiene: Clorhexidina 4 g,Institucional,2529.052459,Bajo,1
227035,Clorhexidina,Clorhexidina 4 g,ml,Bolsa,Wescohex,Electrowest,Wescohex (Electrowest) - Bolsa 60 ml - Cada 100 ml contiene: Clorhexidina 4 g,Institucional,3362.134021,Bajo,1
227035,Clorhexidina,Clorhexidina 4 g,ml,Bolsa,Wescohex,Electrowest,Wescohex (Electrowest) - Bolsa 60 ml - Cada 100 ml contiene: Clorhexidina 4 g,Comercial,3383.180075,Bajo,1
227035,Clorhexidina,Clorhexidina 4 g,ml,Bolsa,Wescohex,Electrowest,Wescohex (Electrowest) - Bolsa 120 ml - Cada 100 ml contiene: Clorhexidina 4 g,Comercial,5095.404547,Bajo,1
227035,Clorhexidina,Clorhexidina 4 g,ml,Bolsa,Wescohex,Electrowest,Wescohex (Electrowest) - Bolsa 120 ml - Cada 100 ml contiene: Clorhexidina 4 g,Institucional,4413.882353,Bajo,1
227035,Clorhexidina,Clorhexidina 4 g,ml,Bolsa,Wescohex,Electrowest,Wescohex (Electrowest) - Bolsa 850 ml - Cada 100 ml contiene: Clorhexidina 4 g,Comercial,20733.81749,Medio,2
227035,Clorhexidina,Clorhexidina 4 g,ml,Bolsa,Wescohex,Electrowest,Wescohex (Electrowest) - Bolsa 850 ml - Cada 100 ml contiene: Clorhexidina 4 g,Institucional,18821.67544,Medio,2
227052,Secnidazol,Secnidazol 500 mg,mg,Tableta,Secnidazol,La Sante,Secnidazol (La Sante) - Cada Tableta contiene: Secnidazol 500 mg,Comercial,1374.609626,Medio,2
227057,Cefalexina,Cefalexina 250 mg,ml,Frasco,Cefalexina,La Sante,Cefalexina (La Sante) - Frasco 60 ml - Cada 5 ml contiene: Cefalexina 250 mg,Comercial,8060.345657,Medio,2
227057,Cefalexina,Cefalexina 250 mg,ml,Frasco,Cefalexina,La Sante,Cefalexina (La Sante) - Frasco 60 ml - Cada 5 ml contiene: Cefalexina 250 mg,Institucional,2814.389939,Medio,2
227295,Terbinafina,Terbinafina 1 g,g,Tubo,Lamisil 1%,Glaxosmithkline,Lamisil 1% (Glaxosmithkline) - Tubo 15 g - Cada 100 g contiene: Terbinafina 1 g,Comercial,31455.4359,Alto,3
227295,Terbinafina,Terbinafina 1 g,g,Tubo,Lamisil 1%,Glaxosmithkline,Lamisil 1% (Glaxosmithkline) - Tubo 15 g - Cada 100 g contiene: Terbinafina 1 g,Institucional,22798,Alto,3
227297,Diclofenaco,Diclofenaco 1 g,g,Tubo,Voltaren Emulgel,Glaxosmithkline,Voltaren Emulgel (Glaxosmithkline) - Tubo 30 g - Cada 100 g contiene: Diclofenaco 1 g,Comercial,27393.95092,Alto,3
227297,Diclofenaco,Diclofenaco 1 g,g,Tubo,Voltaren Emulgel,Glaxosmithkline,Voltaren Emulgel (Glaxosmithkline) - Tubo 30 g - Cada 100 g contiene: Diclofenaco 1 g,Institucional,20047,Medio,2
