principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor
Polietilenglicol Y Propilenglicol,Frasco,Propilenglicol 3 mg + Polietilenglicol 4 mg,ml,Glicolub Ultra,Tecnoquimicas,32695.2,Medio,2
Propilenglicol,Frasco,Propilenglicol 6 mg,ml,Glicolub,Tecnoquimicas,40643.18976,Bajo,1
Cabozantinib,Tableta,Cabozantinib 20 mg,mg,Cabometyx,Ipsen,645200,Medio,2
Cabozantinib,Tableta,Cabozantinib 40 mg,mg,Cabometyx,Ipsen,645200,Medio,2
Cabozantinib,Tableta,Cabozantinib 60 mg,mg,Cabometyx,Ipsen,645200,Medio,2
Omeprazol,Capsula,Omeprazol 20 mg,mg,Rimaprazol,Mediseg Laboratories,267.3229167,Medio,2
Adapaleno Y Peroxido De Benzoilo,Tubo,"Peroxido De Benzoilo 2,5 g + Adapaleno 0,3 g",g,Zudenina Pb Forte,Mega Labs,102773.9339,Bajo,1
Adapaleno Y Peroxido De Benzoilo,Tubo,"Peroxido De Benzoilo 2,5 g + Adapaleno 0,3 g",g,Zudenina Pb Forte,Mega Labs,62865.63316,Bajo,1
Adapaleno Y Peroxido De Benzoilo,Tubo,"Peroxido De Benzoilo 2,5 g + Adapaleno 0,1 g",g,Zudenina Pb,Mega Labs,92680.89627,Medio,2
Adapaleno Y Peroxido De Benzoilo,Tubo,"Peroxido De Benzoilo 2,5 g + Adapaleno 0,1 g",g,Zudenina Pb,Mega Labs,45380.91631,Medio,2
Carboximetilcelulosa,Frasco,Carboximetilcelulosa 5 mg,ml,Oftipres,Bd Farma,24012,Medio,2
Clotrimazol + Dexametasona + Neomicina,Tubo,"Neomicina 0,83 g + Dexametasona 0,053 g + Clotrimazol 1 g",g,Clonodex,Monser,6305.330104,Medio,2
Aripiprazol,Tableta,Aripiprazol 15 mg,mg,Strozoven,Hetero Labs,2000,Bajo,1
Aripiprazol,Tableta,Aripiprazol 15 mg,mg,Strozoven,Hetero Labs,428.3333333,Alto,3
Aripiprazol,Tableta,Aripiprazol 30 mg,mg,Strozoven,Hetero Labs,3000,Bajo,1
Aripiprazol,Tableta,Aripiprazol 30 mg,mg,Strozoven,Hetero Labs,475,Bajo,1
Mebrofenina,Vial,Mebrofenina 45 mg,mg,Kit Mebrofenina-Tc99M,Sun Pharmaceutical,401000,Medio,2
Pegvisomant,Vial,Pegvisomant 15 mg,ml,Somavert,Pfizer,317127.2667,Medio,2
Selexipag,Tableta,Selexipag 200 mcg,mcg,Uptravi,Janssen,39092.11786,Medio,2
Selexipag,Tableta,Selexipag 400 mcg,mcg,Uptravi,Janssen,77906,Medio,2
Selexipag,Tableta,Selexipag 600 mcg,mcg,Uptravi,Janssen,117248.53,Medio,2
Selexipag,Tableta,Selexipag 800 mcg,mcg,Uptravi,Janssen,156340.1763,Medio,2
Selexipag,Tableta,Selexipag 1000 mcg,mcg,Uptravi,Janssen,196387.0333,Medio,2
Rosuvastatina,Tableta,Rosuvastatina 20 mg,mg,Rustatina,Momenta,5168.962564,Medio,2
Rosuvastatina,Tableta,Rosuvastatina 10 mg,mg,Rustatina,Momenta,4754.088571,Medio,2
Ambroxol,Frasco,"Ambroxol 0,6 g",ml,Muxol,Novamed,29444.52251,Medio,2
Ambroxol,Frasco,"Ambroxol 0,6 g",ml,Muxol,Novamed,7236,Medio,2
Acetaminofen Y Hidrocodona,Tableta,Acetaminofen 325 mg + Hidrocodona 5 mg,mg,Aldol Pro,Novamed,4398.813433,Alto,3
Acetaminofen Y Hidrocodona,Tableta,Acetaminofen 325 mg + Hidrocodona 5 mg,mg,Aldol Pro,Novamed,670.282436,Alto,3
Aceclofenaco,Tableta,Aceclofenaco 100 mg,mg,Ainedix Ac,Labquifar,483.2112925,Bajo,1
Metotrexato,Jeringa Prellenada,Metotrexato 25 mg,ml,Nordixate,Nordic,30650,Medio,2
Metotrexato,Jeringa Prellenada,Metotrexato 25 mg,ml,Nordixate,Nordic,35860,Medio,2
Metotrexato,Jeringa Prellenada,Metotrexato 25 mg,ml,Nordixate,Nordic,40082,Medio,2
Metotrexato,Jeringa Prellenada,Metotrexato 25 mg,ml,Nordixate,Nordic,43426,Medio,2
Dexketoprofeno,Sobre,Dexketoprofeno 25 mg,ml,Ketesse,Menarini,4500,Medio,2
Dexketoprofeno,Sobre,Dexketoprofeno 25 mg,ml,Ketesse,Menarini,4500,Medio,2
Cefuroxima,Tableta,Cefuroxima 500 mg,mg,Cefuroxima,Mk,2508.544258,Bajo,1
Yodopovidona,Frasco,Yodopovidona 10 g,ml,Iodoclor Solución,Gimed,5060,Medio,2
Satralizumab,Jeringa Prellenada,Satralizumab 120 mg,ml,Enspryng,Roche,28343280,Medio,2
Levocetirizina,Frasco,"Levocetirizina 0,1 g",ml,Alerness,Tecnofar,52260.00683,Alto,3
Levocetirizina,Frasco,"Levocetirizina 0,1 g",ml,Alerness,Tecnofar,11424,Bajo,1
Alginato De Sodio + Bicarbonato De Sodio + Carbonato De Calcio,Frasco,Alginato De Sodio 5000 mg + Bicarbonato De Sodio 2130 mg + Carbonato De Calcio 3250 mg,ml,Flatucid Suspension,Bioquifar,10500,Alto,3
Alginato De Sodio + Bicarbonato De Sodio + Carbonato De Calcio,Sobre,Alginato De Sodio 5000 mg + Bicarbonato De Sodio 2130 mg + Carbonato De Calcio 3250 mg,ml,Flatucid Suspension,Bioquifar,531.8940137,Bajo,1
Ketoconazol,Frasco,Ketoconazol 2 g,ml,Hongicil,Anglopharma,19900,Medio,2
Ketoconazol,Frasco,Ketoconazol 2 g,ml,Hongicil,Anglopharma,11435.71429,Bajo,1
Carbonato De Calcio + Bicarbonato De Sodio + Alginato De Sodio,Frasco,"Carbonato De Calcio 3,25 g + Bicarbonato De Sodio 2,13 g + Alginato De Sodio 5 g",ml,Gastralgin Reflu,Bioquimico Pharma,18524.31258,Medio,2
Carbonato De Calcio + Bicarbonato De Sodio + Alginato De Sodio,Sobre,"Alginato De Sodio 5 g + Bicarbonato De Sodio 2,13 g + Carbonato De Calcio 3,25 g",ml,Gastralgin Reflu,Bioquimico Pharma,1881.998533,Medio,2
Bromuro De Pinaverio,Tableta,Bromuro De Pinaverio 100 mg,mg,Bromupin,Adexa,1547.70017,Bajo,1
Rifaximina,Tableta,Rifaximina 200 mg,mg,Rifadexa,Adexa,2005.734505,Bajo,1
Clotrimazol,Tubo,Clotrimazol 2 g,g,Gynosten Ultra,Bioquimico Pharma,13441.81524,Medio,2
Ácido Metilén Difosfónico,Vial,Ácido Metilén Difosfónico 5 mg,mg,Rotop-Mdpkit,Selig,133914.2857,Medio,2
Metronidazol,Frasco,Metronidazol 5 g,ml,Someltrin,Anglopharma,4000,Bajo,1
Metronidazol,Frasco,Metronidazol 5 g,ml,Someltrin,Anglopharma,3160,Bajo,1
Metronidazol,Tableta Vaginal,Metronidazol 500 mg,mg,Solmeltrin,Anglopharma,650,Medio,2
Azitromicina,Tableta,Azitromicina 500 mg,mg,Amepril,Nevox,4587.973856,Medio,2
Antigripal,Capsula,Antigripal,mg,Ultragrip,Bioquimico Pharma,244.4348269,Bajo,1
Azitromicina,Tableta,Azitromicina 500 mg,mg,Tromipen,Bioquimico Pharma,1717.480517,Bajo,1
Escitalopram,Tableta,Escitalopram 20 mg,mg,Escitalopram,Memphis,963.1173913,Bajo,1
Ciclobenzaprina,Tableta,Ciclobenzaprina 10 mg,mg,Ciclorelax,Mega Labs,3731.329121,Alto,3
Ciclobenzaprina,Tableta,Ciclobenzaprina 10 mg,mg,Ciclorelax,Mega Labs,1396.857143,Alto,3
Ibrutinib,Tableta,Ibrutinib 140 mg,mg,Imbruvica,Janssen,180635.7488,Bajo,1
Ibrutinib,Tableta,Ibrutinib 560 mg,mg,Imbruvica,Janssen,750636,Medio,2
Ibrutinib,Tableta,Ibrutinib 560 mg,mg,Imbruvica,Janssen,716262.6667,Medio,2
Ibrutinib,Tableta,Ibrutinib 420 mg,mg,Imbruvica,Janssen,562977,Medio,2
Ibrutinib,Tableta,Ibrutinib 420 mg,mg,Imbruvica,Janssen,539386.489,Medio,2
Tecnecio (99Mtc) Pertecnetato,Vial,"Tecnecio (99Mtc) Pertecnetato 38,1 gbq + Tecnecio (99Mtc) Pertecnetato 43 gbq",gbq,Ultra-Technekow,Curium Netherlands,6957500,Medio,2
Limeciclina,Capsula,Limeciclina 150 mg,mg,Tetralysal,Galderma,4743.75,Medio,2
Limeciclina,Capsula,Limeciclina 150 mg,mg,Tetralysal,Galderma,3108.461378,Medio,2
Nutricion Parenteral,Bolsa,Nutricion Parenteral,ml,Olimel-N12E,Baxter,350284,Alto,3
Nutricion Parenteral,Bolsa,Nutricion Parenteral,ml,Olimel-N12E,Baxter,314552.0426,Medio,2
Nutricion Parenteral,Bolsa,Nutricion Parenteral,ml,Olimel-N12E,Baxter,366778,Alto,3
Nutricion Parenteral,Bolsa,Nutricion Parenteral,ml,Olimel-N12E,Baxter,347343,Alto,3
Acido Tioctico,Tableta,Acido Tioctico 600 mg,mg,Akiotix,Xinetix Pharma,1093.476884,Bajo,1
Adalimumab,Pluma,Adalimumab 40 g,ml,Hyrimoz,Sandoz,301694.1748,Medio,2
Adalimumab,Pluma,Adalimumab 40 g,ml,Hyrimoz,Sandoz,277296,Medio,2
Cafeina,Ampolla,Cafeina 20 mg,ml,Caf-Clin,Proclin,9695.488722,Alto,3
Cafeina,Ampolla,Cafeina 20 mg,ml,Caf-Clin,Proclin,8919.607843,Medio,2
Acetaminofen + Cafeina + Ibuprofeno,Tableta,Acetaminofen 250 mg + Cafeina 65 mg + Ibuprofeno 400 mg,mg,Gimedol Extra Fuerte,Gimed,897,Medio,2
Yodopovidona,Frasco,Yodopovidona 8 g,ml,Iodoclor Espuma,Gimed,5175,Bajo,1
Lutencio,Vial,Lutencio 80 GBq,ml,Endolucinbeta,Itm Medical,17728394.12,Medio,2
Melfalan,Vial,Melfalan 50 mg,ml,Myelkilan,Advance Scientific,260000,Bajo,1
Melfalan,Vial,Melfalan 50 mg,ml,Myelkilan,Advance Scientific,232213.1148,Bajo,1
Cabazitaxel,Vial,Cabazitaxel 60 mg,ml,Xitacab,Msn Laboratories Private,6315500,Medio,2
Nitazoxanida,Vial,"Nitazoxanida 1,2 g",g,Omnipar,Bioline,33288.83422,Medio,2
Acido Alfa Lipoico,Tableta,Acido Alfa Lipoico 600 mg,mg,A-Lipor P.O,Nutrabiotics,2198.714941,Medio,2
Caplacizumab,Vial,Caplacizumab 10 mg,mg,Cablivi,Sanofi Aventis,15714292,Medio,2
Vitamina D3,Capsula,Vitamina D3 14000 IU,IU,Deferol,Procaps,13650.60241,Medio,2
Vitamina D3,Capsula,Vitamina D3 14000 IU,IU,Deferol,Procaps,4049.51972,Medio,2
Ciclosilicato De Sodio + Zirconio,Sobre,Ciclosilicato De Sodio + Zirconio 10 g,g,Lokelma,Astrazeneca,68905,Medio,2
Ciclosilicato De Sodio + Zirconio,Sobre,Ciclosilicato De Sodio + Zirconio 10 g,g,Lokelma,Astrazeneca,67059,Medio,2
Brolucizumab,Vial,Brolucizumab 120 mg,mg,Vsiqq,Novartis,2323640,Medio,2
Brolucizumab,Vial,Brolucizumab 120 mg,mg,Vsiqq,Novartis,2303033.333,Medio,2
Fexofenadina,Frasco,"Fexofenadina 0,6 g",ml,Alermed,Novamed,52188.88889,Medio,2
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Firexifen,Labquifar,173,Medio,2
Acetilcisteina,Ampolla,N-Acetilcisteina 300 mg,ml,N-Acetilcisteina,Ads Pharma,3569.702176,Bajo,1
Acetilcisteina,Ampolla,N-Acetilcisteina 300 mg,ml,N-Acetilcisteina,Ads Pharma,3611.056024,Alto,3
Helio Y Oxigeno,Cilindro,Oxigeno 30 % + Helio 70 %,metros cubicos,Ungüento Mentolado Osa,Cryogas,821163.6667,Medio,2
Meloxicam,Tableta,Meloxicam 15 mg,mg,Artricure,Bioquimico Pharma,440.0380623,Bajo,1
Cinacalcet,Tableta,Cinacalcet 60 mg,mg,Cetcal,Alkem,12000,Bajo,1
Claritromicina,Vial,Claritromicina 500 mg,mg,Ungüento Mentolado Osa,Srs Life Sciences,1358.167147,Bajo,1
Adalimumab,Jeringa Prellenada,Adalimumab 40 mg,ml,Idacio,Fresenius,189551.5971,Medio,2
Rivaroxaban,Tableta,Rivaroxaban 15 mg,mg,Xaroban,Farmaceutica Paraguaya,7067.833333,Alto,3
Rivaroxaban,Tableta,Rivaroxaban 15 mg,mg,Xaroban,Farmaceutica Paraguaya,3050,Medio,2
Rivaroxaban,Tableta,Rivaroxaban 20 mg,mg,Xaroban,Farmaceutica Paraguaya,6876.933333,Alto,3
Rivaroxaban,Tableta,Rivaroxaban 20 mg,mg,Xaroban,Farmaceutica Paraguaya,3050,Medio,2
Teriparatida,Pluma,Teriparatida 20 mcg,ml,Terrosa,Gedeon Richter,720000,Medio,2
Teriparatida,Cartucho,Teriparatida 600 mcg,ml,Terrosa,Gedeon Richter,616584,Medio,2
Diazoxido,Frasco,Diazoxido 5 g,ml,Azoxid,Hb Human Bioscience,720000,Alto,3
Nafazolina,Frasco,Nafazolina 1 mg,ml,Dilaoftal,Blaskov,5500,Medio,2
Nafazolina,Frasco,Nafazolina 1 mg,ml,Dilaoftal,Blaskov,5730.172414,Bajo,1
Papaverina Y Simeticona,Frasco,Papaverina 10 mg + Simeticona 66 mg,ml,Espaflat,Novamed,24538.25926,Medio,2
Fulvestrant,Vial,Fulvestrant 250 mg,ml,Furetrant,Exeltis,191778.9286,Medio,2
Pentosan,Capsula,Pentosan 100 mg,mg,Pentodol,Inversiones Plamatech,1150000,Alto,3
Pentosan,Capsula,Pentosan 100 mg,mg,Pentodol,Inversiones Plamatech,1150000,Alto,3
Mometasona,Frasco,"Mometasona 0,1 g",ml,Momesoft,Dermaplus,62597.4748,Bajo,1
Mometasona,Frasco,"Mometasona 0,1 g",ml,Momesoft,Dermaplus,48808,Bajo,1
Etinilestradiol Y Etonogestrel,Anillo Vaginal,"Etonogestrel 11 mg + Etinilestradiol 3,474 mg",mg,Stania,Synthesis,60341,Medio,2
Acetaminofen + Cafeina + Ibuprofeno,Tableta,Acetaminofen 250 mg + Cafeina 65 mg + Ibuprofeno 200 mg,mg,Nexaid,Nevox,1201.75,Medio,2
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Torvastin,Bioquimico Pharma,633.4384683,Bajo,1
Acetaminofen + Clorfeniramina + Fenilefrina,Sobre,Acetaminofen 500 mg + Fenilefrina 10 mg + Clorfeniramina 4 mg,g,Next Gl Noche,Genoma,2891.832458,Medio,2
Acetaminofen + Clorfeniramina + Fenilefrina,Sobre,Clorfeniramina 4 mg + Acetaminofen 500 mg + Fenilefrina 10 mg,g,Next Gl Noche,Genoma,1509.334246,Medio,2
Albendazol,Frasco,Albendazol 2 g,ml,Lisipar,Bioline,14328.33025,Alto,3
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Torvastin,Bioquimico Pharma,408.0511022,Bajo,1
Ciclosilicato De Sodio + Zirconio,Sobre,Ciclosilicato De Sodio + Zirconio 5 g,g,Lokelma,Astrazeneca,37538,Medio,2
Ciclosilicato De Sodio + Zirconio,Sobre,Ciclosilicato De Sodio + Zirconio 5 g,g,Lokelma,Astrazeneca,36533,Medio,2
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Fexofenadina,Ecar,2822.040548,Medio,2
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Fexofenadina,Ecar,376.7521931,Bajo,1
Aciclovir,Tubo,Aciclovir 5 g,g,Herpisol Ungüento,Bioquimico Pharma,7463.1633,Medio,2
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Hismanal,Gimed,2280,Bajo,1
Upadacitinib,Tableta,Upadacitinib 15 mg,mg,Rinvoq,Abbvie,76000,Medio,2
Ivabradina,Tableta,"Ivabradina 7,5 mg",mg,Ivazyd,La Sante,1950,Bajo,1
Moxifloxacina,Tableta,Moxifloxacina 400 mg,mg,Urinex,Bioquifar,2285.017422,Bajo,1
Moxifloxacina,Tableta,Moxifloxacina 400 mg,mg,Uropirin,Anglopharma,2400,Bajo,1
Acalabrutinib,Capsula,Acalabrutinib 100 mg,mg,Calquence,Astrazeneca,280000,Medio,2
Betametasona,Ampolla,Betametasona 4 mg,ml,Betametasona,Vitalis,2574.621653,Medio,2
Betametasona,Ampolla,Betametasona 4 mg,ml,Betametasona,Vitalis,541.6373626,Medio,2
N- Butil Bromuro De Hioscina,Ampolla,N- Butil Bromuro De Hioscina 20 mg,ml,Diuxoton,Blaskov,2599.758364,Alto,3
N- Butil Bromuro De Hioscina,Ampolla,N- Butil Bromuro De Hioscina 20 mg,ml,Diuxoton,Blaskov,1307.142857,Alto,3
Silodosina,Capsula,Silodosina 8 mg,mg,Fenanta,Msn Laboratories Private,4858.244531,Alto,3
Doravirina,Tableta,Doravirina 100 mg,mg,Pifeltro,Merck Sharp Dome,17521.8,Medio,2
Azitromicina,Tableta,Azitromicina 500 mg,mg,Alenat,Novamed,10421.41726,Alto,3
Dasatinib,Tableta,Dasatinib 50 mg,mg,Dakmired,Dr Reddys,118333.3333,Alto,3
Dexametasona,Frasco,Dexametasona 20 mg,ml,Myecort,Genyx,39580.1,Bajo,1
Azitromicina,Frasco,Azitromicina 200 mg,ml,Alenat,Novamed,22986.17639,Medio,2
Azitromicina,Frasco,Azitromicina 200 mg,ml,Alenat,Novamed,3000,Bajo,1
Icatibant,Jeringa Prellenada,Icatibant 30 mg,ml,Exabant,Exeltis,3494594.595,Bajo,1
Icosapentanoato,Capsula,Icosapentanoato De Etilo 1000 mg,mg,Epapure,Procaps,2470.443491,Medio,2
Icosapentanoato,Capsula,Icosapentanoato De Etilo 1000 mg,mg,Epapure,Procaps,2081.237237,Medio,2
Prednisolona,Tableta,Prednisolona 5 mg,mg,Prednisolona,Momenta,133.8244106,Medio,2
Prednisolona,Tableta,Prednisolona 5 mg,mg,Prednisolona,Momenta,90,Medio,2
Prednisolona,Frasco,Prednisolona 300 mg,ml,Predis Jarabe,Eurofarma,77057.96697,Alto,3
Acetaminofen,Ampolla,Acetaminofen 1 g,ml,Lespyren,Zonepharma,7600,Medio,2
Acetaminofen,Ampolla,Acetaminofen 1 g,ml,Lespyren,Zonepharma,7148.014652,Bajo,1
Claritromicina,Frasco,Claritromicina 125 mg,ml,Klaricid,Lafrancol,64634,Medio,2
Claritromicina,Frasco,Claritromicina 125 mg,ml,Klaricid,Lafrancol,51848.62617,Medio,2
Betametasona,Ampolla,Fosfato Disodico De Betametasona 2 mg + Betametasona Dipropionato 5 mg,ml,Betatreinta,Eurofarma,24086.72864,Medio,2
Betametasona,Ampolla,Fosfato Disodico De Betametasona 2 mg + Betametasona Dipropionato 5 mg,ml,Betatreinta,Eurofarma,4870.987433,Medio,2
Antigripal,Capsula,Antigripal,mg,Athen Gripp,Nevox,41635.51661,Alto,3
Propofol,Frasco,Propofol 10 mg,ml,Sevofol 1%,Seven Pharma,2090.791946,Medio,2
Ivermectina,Tubo,Ivermectina 1 g,g,Quanox,Siegfried,48000,Bajo,1
Ivermectina,Tubo,Ivermectina 1 g,g,Quanox,Siegfried,47664.87562,Bajo,1
Bevacizumab,Vial,Bevacizumab 100 mg,ml,Abxeda,Lafrancol,467561.7889,Bajo,1
Ibuprofeno,Capsula,Ibuprofeno 400 mg,mg,Actron Max,Bayer,806.1070686,Medio,2
Dexametasona,Tableta,Dexametasona 40 mg,mg,Myecort 40,Genyx,48958.20781,Medio,2
Betametasona,Tubo,"Betametasona 0,05 g",g,Betametasona,Afavel,3248,Bajo,1
Mometasona,Tubo,"Mometasona 0,1 g",g,Mometasona Furoato 0.1%,Laproff,10028.30815,Bajo,1
Acetilcisteina,Frasco,N-Acetilcisteina 4000 mg,ml,Zifluvis,Bioquifar,8626.829268,Medio,2
Acetilcisteina,Frasco,N-Acetilcisteina 4000 mg,ml,Zifluvis,Bioquifar,4750,Medio,2
Rituximab,Vial,Rituximab 10 mg,ml,Rytuzeq,Lafrancol,225000,Bajo,1
Rituximab,Vial,Rituximab 10 mg,ml,Rytuzeq,Lafrancol,1244142.857,Medio,2
Bromhexina Y Guayacolato De Glicerilo,Frasco,"Bromhexina 0,08 g + Guayacolato De Glicerilo 2 g",ml,Efrimel Jarabe,Gimed,10396,Medio,2
Ampicilina,Capsula,Ampicilina 500 mg,mg,Ampicilina,Procaps,314.3579319,Medio,2
Ampicilina,Capsula,Ampicilina 500 mg,mg,Ampicilina,Procaps,220,Medio,2
Amoxicilina,Capsula,Amoxicilina 500 mg,mg,Amoxicilina,Procaps,267.4251481,Bajo,1
Amoxicilina,Capsula,Amoxicilina 500 mg,mg,Amoxicilina,Procaps,210,Medio,2
Factor Viii De Coagulación Recombinante,Vial,Factor Viii De Coagulación Recombinante 1500 IU,IU,Esperoct,Novo Nordisk,1518000,Alto,3
Urea,Frasco,Urea 20 g,g,Ureaderm 20% Espuma,Mega Labs,70900,Medio,2
Carbidopa + Entacapona + Levodopa,Tableta,"Carbidopa 12,5 mg + Entacapona 200 mg + Levodopa 50 mg",mg,Carleven,Clinicos y Hospitalarios,1031.428571,Medio,2
Factor Viii De Coagulación Recombinante,Vial,Factor Viii De Coagulación Recombinante 2000 IU,IU,Esperoct,Novo Nordisk,2024000,Medio,2
Lacosamida,Tableta,Lacosamida 200 mg,mg,Lacolep,Genlab,2483.201268,Medio,2
Lacosamida,Tableta,Lacosamida 200 mg,mg,Lacolep,Genlab,2400,Bajo,1
Lacosamida,Tableta,Lacosamida 150 mg,mg,Lacolep 150,Genlab,2650,Medio,2
Lacosamida,Tableta,Lacosamida 150 mg,mg,Lacolep 150,Genlab,2200,Bajo,1
Lacosamida,Tableta,Lacosamida 100 mg,mg,Lacolep 100,Genlab,1732,Medio,2
Lacosamida,Tableta,Lacosamida 100 mg,mg,Lacolep 100,Genlab,900,Bajo,1
Lacosamida,Tableta,Lacosamida 50 mg,mg,Lacolep 50,Genlab,1150,Medio,2
Lacosamida,Tableta,Lacosamida 50 mg,mg,Lacolep 50,Genlab,712,Bajo,1
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Alermed,Novamed,3080.114422,Medio,2
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Alermed,Novamed,350,Bajo,1
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Riscol,Novamed,3400,Medio,2
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Riscol,Novamed,676,Medio,2
Trientina,Capsula,Trientina 250 mg,mg,Cuchel,Msn Laboratories Private,220000,Medio,2
Agua Esteril,Ampolla,Agua Esteril 2 g,ml,Agua Esteril Para Inyeccion,Pharmayect,5.8,Medio,2
Mosaprida Y Simeticona,Tableta,Mosaprida 5 mg + Simeticona 200 mg,mg,Pridas,Nevox,3600,Medio,2
Ketoprofeno,Ampolla,Ketoprofeno 100 mg,ml,Ketoprofeno,Biosano,9.366666667,Bajo,1
Factor Viii De Coagulación Recombinante,Vial,Factor Viii De Coagulación Recombinante 30000 IU,IU,Esperoct,Novo Nordisk,3036000,Medio,2
Abemaciclib,Tableta,Abemaciclib 150 mg,mg,Verzenio,Eli Lilly,198793.3057,Medio,2
Linezolid,Bolsa,Linezolid 2 mg,ml,Dilozeld-Uf,Advance Scientific,43000,Medio,2
Linezolid,Bolsa,Linezolid 2 mg,ml,Dilozeld-Uf,Advance Scientific,44000,Medio,2
Abemaciclib,Tableta,Abemaciclib 50 mg,mg,Verzenio,Eli Lilly,78382,Medio,2
Clotrimazol + Dexametasona + Neomicina,Tubo,"Dexametasona 0,04 g + Neomicina 0,5 g + Clotrimazol 1 g",g,Dertrifar Crema,Farmacomercial,5520,Bajo,1
Clotrimazol + Dexametasona + Neomicina,Tubo,"Dexametasona 0,04 g + Neomicina 0,5 g + Clotrimazol 1 g",g,Dertrifar Crema,Farmacomercial,5520,Bajo,1
Azitromicina,Tableta,Azitromicina 500 mg,mg,Bakzia,Farmacomercial,226.6666667,Bajo,1
Azitromicina,Tableta,Azitromicina 500 mg,mg,Bakzia,Farmacomercial,226.6666667,Bajo,1
Dasatinib,Tableta,Dasatinib 100 mg,mg,Dakmired,Dr Reddys,249448.4943,Alto,3
Naproxeno,Tableta,Naproxeno 500 mg,mg,Aprodol Forte,Bioquimico Pharma,352.0181593,Bajo,1
Clotrimazol + Dexametasona + Neomicina,Tubo,Clotrimazol 1000 mg + Dexametasona 1000 mg + Neomicina 1000 mg,g,Micuten,Care & Cure,3830,Medio,2
Memantina,Tableta,Memantina 20 mg,mg,Alzantina,Saluspharma,3000,Medio,2
Memantina,Tableta,Memantina 20 mg,mg,Alzantina,Saluspharma,416.7065868,Bajo,1
Abemaciclib,Tableta,Abemaciclib 100 mg,mg,Verzenio,Eli Lilly,149278.1327,Medio,2
Mepolizumab,Jeringa Prellenada,Mepolizumab 100 mg,ml,Nucala,Glaxosmithkline,3124000,Medio,2
Mepolizumab,Jeringa Prellenada,Mepolizumab 100 mg,ml,Nucala,Glaxosmithkline,3124000,Medio,2
Factor Viii De Coagulacion Humana Y Factor Von Willebrand,Vial,Factor Viii De Coagulacion Humana 500 IU + Factor Viii De Coagulacion Humana 600 IU,IU,Fanhdi,Grifols,148768.6567,Medio,2
Fexofenadina,Frasco,"Fexofenadina 0,6 g",ml,Fexofenadina,Memphis,25900,Bajo,1
Nafazolina,Frasco,Nafazolina 1 mg,ml,Nafazolina  Solución Oftálmica,Memphis,15126.29744,Alto,3
Evogliptina,Tableta,Evogliptina 5 mg,mg,Suganon,Eurofarma,3355.2,Medio,2
Betahistina,Tableta,Betahistina 16 mg,mg,Betahistina,Mk,3102.80792,Medio,2
Betahistina,Tableta,Betahistina 24 mg,mg,Vertipro,Tecnoquimicas,4543.723538,Alto,3
Betahistina,Tableta,Betahistina 24 mg,mg,Betahistina,Mk,4133.5335,Medio,2
Aciclovir,Tubo,Aciclovir 5 g,g,Aciclovir 5% Crema,Mk,6075.761488,Medio,2
Aciclovir,Tubo,Aciclovir 5 g,g,Aciclovir 5% Crema,Mk,2515.042328,Medio,2
Gentamicina,Frasco,Gentamicina 3 mg,ml,Gentamicina Solución Oftalmica.,Memphis,15681.46108,Alto,3
Dasatinib,Tableta,Dasatinib 70 mg,mg,Dakmired,Dr Reddys,174618.0667,Alto,3
Anidulafungina,Vial,Anidulafungina 100 mg,mg,Gixofu,Xinetix Pharma,345892.8571,Bajo,1
Anidulafungina,Vial,Anidulafungina 100 mg,mg,Gixofu,Xinetix Pharma,361506.8493,Medio,2
Foscarnet,Bolsa,Foscarnet 24 mg,ml,Oscarnet,Hb Human Bioscience,890000,Medio,2
Foscarnet,Bolsa,Foscarnet 24 mg,ml,Oscarnet,Hb Human Bioscience,782299.1034,Medio,2
Ibuprofeno,Frasco,Ibuprofeno 2 g,ml,Kalmadol Children,Bioquimico Pharma,8341.95591,Medio,2
Hidroxicloroquina,Tableta,Hidroxicloroquina 200 mg,mg,Malarquin,Saluspharma,401.8300654,Bajo,1
Brimonidina,Frasco,Brimonidina 2 mg,ml,Glaucodina,Saluspharma,13156.56,Bajo,1
Brimonidina,Frasco,Brimonidina 2 mg,ml,Glaucodina,Saluspharma,9187.843616,Bajo,1
Meloxicam,Tableta,Meloxicam 15 mg,mg,Mevican,Anglopharma,550,Bajo,1
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Mevican,Anglopharma,190,Bajo,1
Clotrimazol,Frasco,Clotrimazol 1 g,ml,Clotrimazol 1% Solucion Topica,Memphis,3885.27214,Bajo,1
Acido Clavulanico Y Amoxicilina,Frasco,Acido Clavulanico 858 mg + Amoxicilina 12000 mg,ml,Amoxidal Plus Suspension,Mega Labs,72915.60694,Medio,2
